Phase,BJD,JD,V,V_error
0.633769333,2457612.22817575,2457612.22764,16.473,0.0529528092
0.6380835137,2457612.22849572,2457612.22796,16.581,0.0608276253
0.6422628688,2457612.22880569,2457612.22827,16.708,0.064776539
0.6464422176,2457612.22911566,2457612.22858,16.686,0.064776539
0.6510260621,2457612.22945563,2457612.22892,16.697,0.0657647322
0.655205549,2457612.22976561,2457612.22923,16.471,0.0529528092
0.6593849041,2457612.23007558,2457612.22954,16.749,0.0697208721
0.6636990848,2457612.23039555,2457612.22986,16.595,0.0608276253
0.6678784399,2457612.23070552,2457612.23017,16.817,0.0687313611
0.6720579269,2457612.2310155,2457612.23048,16.695,0.064776539
0.6767766032,2457612.23136547,2457612.23083,16.462,0.0549181209
0.680955952,2457612.23167544,2457612.23114,16.544,0.0608276253
0.6855397965,2457612.23201541,2457612.23148,16.56,0.0549181209
0.6897191516,2457612.23232538,2457612.23179,16.663,0.0608276253
0.6938985004,2457612.23263535,2457612.2321,16.75,0.069584481
0.6980779874,2457612.23294533,2457612.23241,16.789,0.0685930026
0.7023921681,2457612.2332653,2457612.23273,16.655,0.0657647322
0.7065715232,2457612.23357527,2457612.23304,16.629,0.0646297145
0.7110205358,2457612.23390524,2457612.23337,16.723,0.0697208721
0.7153347165,2457612.23422521,2457612.23369,16.685,0.0657647322
0.7196489035,2457612.23454518,2457612.23401,16.837,0.0676017751
0.7238283904,2457612.23485516,2457612.23432,16.603,0.0608276253
0.7284122349,2457612.23519513,2457612.23466,16.656,0.0626498204
0.7325915837,2457612.2355051,2457612.23497,16.585,0.0568858506
0.7367709388,2457612.23581507,2457612.23528,16.542,0.0557314992
0.7410851195,2457612.23613504,2457612.2356,16.754,0.0717007671
0.7452646065,2457612.23644502,2457612.23591,16.627,0.0637887137
0.7494439616,2457612.23675499,2457612.23622,16.885,0.0806225775
0.754027806,2457612.23709496,2457612.23656,16.638,0.06166036
0.7582071549,2457612.23740493,2457612.23687,16.595,0.0588557559
0.7626561675,2457612.2377349,2457612.2372,16.723,0.0687313611
0.76710518,2457612.23806487,2457612.23753,16.72,0.0656201189
0.771284667,2457612.23837485,2457612.23784,16.668,0.0657647322
0.7753291902,2457612.23867482,2457612.23814,16.555,0.0586941224
0.7797782028,2457612.23900479,2457612.23847,16.749,0.0667532771
0.7839575579,2457612.23931476,2457612.23878,16.721,0.0606712452
0.7882717386,2457612.23963473,2457612.2391,16.696,0.0667532771
0.7925860574,2457612.23995471,2457612.23942,16.752,0.0687313611
0.7969002381,2457612.24027468,2457612.23974,16.656,0.0608276253
0.8009447614,2457612.24057465,2457612.24004,16.84,0.0937709976
0.8451653742,2457612.24385436,2457612.24332,16.719,0.0715681493
0.849344723,2457612.24416433,2457612.24363,16.597,0.06166036
0.8535242099,2457612.24447431,2457612.24394,16.831,0.0746726188
0.857703565,2457612.24478428,2457612.24425,16.891,0.0796303962
0.8622874095,2457612.24512425,2457612.24459,16.848,0.0726911274
0.8664667583,2457612.24543422,2457612.2449,16.774,0.0717007671
0.8706461134,2457612.24574419,2457612.24521,16.761,0.0687313611
0.8748256004,2457612.24605417,2457612.24552,16.711,0.0657647322
0.8791397811,2457612.24637414,2457612.24584,16.76,0.0707106781
0.8833191299,2457612.24668411,2457612.24615,16.757,0.0687313611
0.8879029744,2457612.24702408,2457612.24649,16.743,0.0677421582
0.8922171614,2457612.24734405,2457612.24681,16.508,0.0547448628
0.8963965102,2457612.24765402,2457612.24712,16.624,0.0628012739
0.9008456609,2457612.247984,2457612.24745,16.724,0.0676017751
0.9051598416,2457612.24830397,2457612.24777,16.681,0.0637887137
0.9093391967,2457612.24861394,2457612.24808,16.531,0.0568858506
0.9135185455,2457612.24892391,2457612.24839,16.696,0.0646297145
0.9178327325,2457612.24924388,2457612.24871,16.656,0.0637887137
0.9220122195,2457612.24955386,2457612.24902,16.665,0.0637887137
0.926461232,2457612.24988383,2457612.24935,16.834,0.0806225775
0.9309102446,2457612.2502138,2457612.24968,16.838,0.0697208721
0.9353592572,2457612.25054377,2457612.25001,16.825,0.0765310395
0.9395386123,2457612.25085374,2457612.25032,16.789,0.0726911274
0.9437179611,2457612.25116371,2457612.25063,16.671,0.0667532771
0.9478974481,2457612.25147369,2457612.25094,16.882,0.0717007671
0.9522116351,2457612.25179366,2457612.25126,16.664,0.0657647322
0.9563909839,2457612.25210363,2457612.25157,16.735,0.0667532771
0.9608399965,2457612.2524336,2457612.2519,16.658,0.0626498204
0.9651541835,2457612.25275357,2457612.25222,16.603,0.0598414572
0.9693336704,2457612.25306355,2457612.25253,16.881,0.078638413
0.9740523405,2457612.25341352,2457612.25288,16.842,0.0746726188
0.9782316956,2457612.25372349,2457612.25319,16.754,0.0677421582
0.9825458763,2457612.25404346,2457612.25351,16.831,0.0705762
0.9865903995,2457612.25434343,2457612.25381,16.763,0.0687313611
0.9909047184,2457612.25466341,2457612.25413,16.655,0.0608276253
0.9950840672,2457612.25497338,2457612.25444,16.734,0.0687313611
0.9995330798,2457612.25530335,2457612.25477,16.582,0.0596824932
1.0038472667,2457612.25562332,2457612.25509,16.838,0.0776466355
1.0080266156,2457612.25593329,2457612.2554,16.649,0.0637887137
1.0122061025,2457612.25624327,2457612.25571,16.675,0.064776539
1.016924647,2457612.25659323,2457612.25606,16.875,0.078638413
1.021104134,2457612.25690321,2457612.25637,16.779,0.0735527022
1.0252834828,2457612.25721318,2457612.25668,16.815,0.0797621464
1.0295976635,2457612.25753315,2457612.257,17.012,0.0865794433
1.0337770186,2457612.25784312,2457612.25731,16.952,0.0816149496
1.0382260312,2457612.25817309,2457612.25764,16.989,0.0865794433
1.04254035,2457612.25849307,2457612.25796,16.827,0.0717007671
1.0467196988,2457612.25880304,2457612.25827,16.827,0.0707106781
1.050899054,2457612.25911301,2457612.25858,16.828,0.0766550716
1.0550784028,2457612.25942298,2457612.25889,16.838,0.078638413
1.0597970791,2457612.25977295,2457612.25924,16.817,0.0766550716
1.0639765661,2457612.26008293,2457612.25955,16.877,0.0776466355
1.0682907531,2457612.2604029,2457612.25987,16.755,0.0746726188
1.0724701019,2457612.26071287,2457612.26018,16.618,0.0636396103
1.0769191145,2457612.26104284,2457612.26051,16.623,0.0659241989
1.0812333015,2457612.26136281,2457612.26083,16.77,0.0697208721
1.0854126503,2457612.26167278,2457612.26114,16.922,0.0855862138
1.0895921372,2457612.26198276,2457612.26145,16.664,0.0678969808
1.0939063242,2457612.26230273,2457612.26177,16.747,0.0687313611
1.098085673,2457612.2626127,2457612.26208,16.68,0.0697208721
1.1026695175,2457612.26295267,2457612.26242,16.926,0.0875728268
1.1069836982,2457612.26327264,2457612.26274,16.664,0.064776539
1.1111631852,2457612.26358262,2457612.26305,16.867,0.078638413
1.1153425403,2457612.26389259,2457612.26336,16.775,0.0726911274
1.1199263847,2457612.26423256,2457612.2637,16.715,0.0697208721
1.1241057336,2457612.26454253,2457612.26401,16.675,0.0657647322
1.1282850887,2457612.2648525,2457612.26432,16.809,0.0707106781
1.1325994075,2457612.26517248,2457612.26464,16.752,0.0756637298
1.1367787563,2457612.26548245,2457612.26495,16.825,0.0766550716
1.1456767878,2457612.26614239,2457612.26561,16.563,0.0628012739
1.1498561366,2457612.26645236,2457612.26592,16.634,0.0637887137
1.1540354917,2457612.26676233,2457612.26623,17.012,0.0935360893
1.1586193362,2457612.2671023,2457612.26657,16.682,0.0707106781
1.1627988231,2457612.26741228,2457612.26688,16.592,0.0628012739
1.1669781719,2457612.26772225,2457612.26719,16.782,0.0697208721
1.1712923526,2457612.26804222,2457612.26751,16.887,0.0855862138
1.1754717077,2457612.26835219,2457612.26782,16.695,0.0666108099
1.1796511947,2457612.26866217,2457612.26813,16.783,0.0736817481
1.1842350392,2457612.26900214,2457612.26847,16.564,0.0628012739
1.1885492199,2457612.26932211,2457612.26879,16.675,0.0667532771
1.192728575,2457612.26963208,2457612.2691,16.768,0.0687313611
1.1973124194,2457612.26997205,2457612.26944,16.818,0.0796303962
1.2014917683,2457612.27028202,2457612.26975,16.921,0.0795110055
1.2056712552,2457612.270592,2457612.27006,16.738,0.0726911274
1.2097157784,2457612.27089197,2457612.27036,16.884,0.078517514
1.214164791,2457612.27122194,2457612.27069,16.638,0.0810493677
1.2183441461,2457612.27153191,2457612.271,16.836,0.0777817459
1.2227931587,2457612.27186188,2457612.27133,16.696,0.0707106781
1.2271073394,2457612.27218185,2457612.27165,16.607,0.0666108099
1.2314216582,2457612.27250183,2457612.27197,16.835,0.078638413
1.2358706708,2457612.2728318,2457612.2723,16.641,0.0677421582
1.2401848515,2457612.27315177,2457612.27262,16.681,0.064776539
1.2443642066,2457612.27346174,2457612.27293,16.61,0.0637887137
1.2484087299,2457612.27376171,2457612.27323,16.738,0.0717007671
1.2528577424,2457612.27409168,2457612.27356,16.758,0.0776466355
1.2570372294,2457612.27440166,2457612.27387,16.8,0.0756637298
1.261486242,2457612.27473163,2457612.2742,16.957,0.0855862138
1.2658004227,2457612.2750516,2457612.27452,16.866,0.078638413
1.2699797778,2457612.27536157,2457612.27483,16.613,0.064776539
1.2745636223,2457612.27570154,2457612.27517,16.725,0.0676017751
1.278877803,2457612.27602151,2457612.27549,16.902,0.0826075057
1.282922458,2457612.27632149,2457612.27579,16.869,0.0814984662
1.287236645,2457612.27664146,2457612.27611,16.692,0.0677421582
1.2915508257,2457612.27696143,2457612.27643,16.651,0.0618142378
1.2958650064,2457612.2772814,2457612.27675,16.661,0.0677421582
1.3001791934,2457612.27760137,2457612.27707,16.783,0.0736817481
1.3044935122,2457612.27792135,2457612.27739,16.879,0.078638413
1.3085380292,2457612.27822132,2457612.27769,16.885,0.0755380699
1.3127173843,2457612.27853129,2457612.278,16.649,0.0618142378
1.3175708862,2457612.27889126,2457612.27836,16.683,0.0626498204
1.3216154095,2457612.27919123,2457612.27866,16.651,0.0636396103
1.3259295902,2457612.2795112,2457612.27898,16.494,0.0529528092
1.330243909,2457612.27983118,2457612.2793,16.719,0.0656201189
1.334558096,2457612.28015115,2457612.27962,16.887,0.0806225775
1.3388722767,2457612.28047112,2457612.27994,16.748,0.0707106781
1.3431864574,2457612.28079109,2457612.28026,16.801,0.0766550716
1.3472309806,2457612.28109106,2457612.28056,16.721,0.0697208721
1.3514104676,2457612.28140104,2457612.28087,16.841,0.0766550716
1.3557246483,2457612.28172101,2457612.28119,16.992,0.0854751426
1.3603084927,2457612.28206098,2457612.28153,16.835,0.0705762
1.3646226797,2457612.28238095,2457612.28185,16.67,0.06166036
1.3688020285,2457612.28269092,2457612.28216,16.855,0.0776466355
1.3732510411,2457612.28302089,2457612.28249,16.799,0.0746726188
1.3775652281,2457612.28334086,2457612.28281,16.9,0.0826075057
1.3817447151,2457612.28365084,2457612.28312,16.769,0.0715681493
1.3859240639,2457612.28396081,2457612.28343,16.938,0.0816149496
1.390103419,2457612.28427078,2457612.28374,16.663,0.0618142378
1.3944175997,2457612.28459075,2457612.28406,16.689,0.06166036
1.3988666123,2457612.28492072,2457612.28439,16.797,0.0705762
1.4033156249,2457612.28525069,2457612.28472,16.81,0.0707106781
1.4074951118,2457612.28556067,2457612.28503,16.737,0.0707106781
1.4119441307,2457612.28589064,2457612.28536,16.78,0.0745452882
1.4162583114,2457612.28621061,2457612.28568,16.49,0.0539351462
1.4204376602,2457612.28652058,2457612.28599,16.796,0.0698713103
1.4246170153,2457612.28683055,2457612.2863,16.609,0.0568858506
1.4287965023,2457612.28714053,2457612.28661,16.661,0.0598414572
1.433110683,2457612.2874605,2457612.28693,16.797,0.0705762
1.4375596956,2457612.28779047,2457612.28726,16.689,0.0618142378
1.4418738825,2457612.28811044,2457612.28758,17.014,0.0875728268
1.4461880632,2457612.28843041,2457612.2879,16.778,0.0677421582
1.4506370758,2457612.28876038,2457612.28823,16.789,0.0666108099
1.4549512628,2457612.28908035,2457612.28855,16.721,0.0676017751
1.4591307498,2457612.28939033,2457612.28886,16.749,0.0687313611
1.4633100986,2457612.2897003,2457612.28917,16.795,0.0726911274
1.4674894537,2457612.29001027,2457612.28948,16.914,0.0816149496
1.4718036344,2457612.29033024,2457612.2898,16.835,0.0765310395
1.4762527851,2457612.29066022,2457612.29013,16.883,0.078638413
1.4805669658,2457612.29098019,2457612.29045,16.765,0.0726911274
1.4847463146,2457612.29129016,2457612.29076,16.772,0.0726911274
1.489464991,2457612.29164013,2457612.29111,16.953,0.0806225775
1.4936443461,2457612.2919501,2457612.29142,16.832,0.0715681493
1.4978236949,2457612.29226007,2457612.29173,16.867,0.0765310395
1.5020031819,2457612.29257005,2457612.29204,16.748,0.0687313611
1.5063173689,2457612.29289002,2457612.29236,16.869,0.0726911274
1.5104967177,2457612.29319999,2457612.29267,16.879,0.0735527022
1.5149457303,2457612.29352996,2457612.293,16.705,0.0637887137
1.5192599172,2457612.29384993,2457612.29332,16.737,0.0657647322
1.5234392661,2457612.2941599,2457612.29363,16.871,0.078638413
1.527618753,2457612.29446988,2457612.29394,16.77,0.0687313611
1.5323374294,2457612.29481985,2457612.29429,16.832,0.0726911274
1.5365167782,2457612.29512982,2457612.2946,16.879,0.0776466355
1.5406961333,2457612.29543979,2457612.29491,16.742,0.0705762
1.545010314,2457612.29575976,2457612.29523,16.723,0.0656201189
1.5491896691,2457612.29606973,2457612.29554,16.767,0.0705762
1.5536388135,2457612.29639971,2457612.29587,16.769,0.069584481
1.5579530005,2457612.29671968,2457612.29619,16.7,0.0666108099
1.5621323493,2457612.29702965,2457612.2965,16.857,0.0745452882
1.5663117045,2457612.29733962,2457612.29681,16.791,0.0685930026
1.5704910533,2457612.29764959,2457612.29712,16.667,0.06166036
1.5752097296,2457612.29799956,2457612.29747,16.8,0.0726911274
1.5793892166,2457612.29830954,2457612.29778,16.839,0.0685930026
1.5837034036,2457612.29862951,2457612.2981,16.786,0.0705762
1.5878827524,2457612.29893948,2457612.29841,16.688,0.0596824932
1.592331765,2457612.29926945,2457612.29874,16.845,0.0755380699
1.596645952,2457612.29958942,2457612.29906,16.811,0.0687313611
1.6008254389,2457612.2998994,2457612.29937,16.887,0.0775241898
1.6050047877,2457612.30020937,2457612.29968,16.793,0.0646297145
1.6091841428,2457612.30051934,2457612.29999,16.898,0.0694622199
1.6134983235,2457612.30083931,2457612.30031,16.623,0.0567186036
1.618082168,2457612.30117928,2457612.30065,16.946,0.078517514
1.6223963487,2457612.30149925,2457612.30097,16.77,0.0636396103
1.6265758357,2457612.30180923,2457612.30128,16.89,0.0676017751
1.6310248482,2457612.3021392,2457612.30161,16.949,0.0735527022
1.6353390352,2457612.30245917,2457612.30193,16.743,0.0605309838
1.6395183841,2457612.30276914,2457612.30224,16.909,0.0715681493
1.6435629073,2457612.30306911,2457612.30254,16.889,0.0705762
1.647877088,2457612.30338908,2457612.30286,16.727,0.0606712452
1.6521914068,2457612.30370906,2457612.30318,16.737,0.0705762
1.6565055875,2457612.30402903,2457612.3035,16.751,0.0666108099
1.661089432,2457612.304369,2457612.30384,16.865,0.0756637298
1.6695829678,2457612.30499894,2457612.30447,16.893,0.0796303962
1.6740319804,2457612.30532891,2457612.3048,16.915,0.0834865259
1.6782113355,2457612.30563888,2457612.30511,16.93,0.0795110055
1.6822559906,2457612.30593886,2457612.30541,16.915,0.0796303962
1.6867050031,2457612.30626883,2457612.30574,16.91,0.0805046583
1.6908843582,2457612.3065788,2457612.30605,16.947,0.0775241898
1.6951985389,2457612.30689877,2457612.30637,16.855,0.0755380699
1.6996475515,2457612.30722874,2457612.3067,16.692,0.0606712452
1.7039618704,2457612.30754872,2457612.30702,16.779,0.0677421582
1.7082760573,2457612.30786869,2457612.30734,16.852,0.0735527022
1.7127250699,2457612.30819866,2457612.30767,16.94,0.078517514
1.7169044188,2457612.30850863,2457612.30798,16.843,0.0736817481
1.720948942,2457612.3088086,2457612.30828,16.883,0.0805046583
1.7253979546,2457612.30913857,2457612.30861,16.768,0.0756637298
1.7295774415,2457612.30944855,2457612.30892,16.896,0.0796303962
1.7338916222,2457612.30976852,2457612.30924,16.965,0.0816149496
1.7383406411,2457612.31009849,2457612.30957,16.978,0.078638413
1.7425199899,2457612.31040846,2457612.30988,16.815,0.0765310395
1.7469690025,2457612.31073843,2457612.31021,16.786,0.0736817481
1.7514180151,2457612.3110684,2457612.31054,16.859,0.0755380699
1.7554626764,2457612.31136838,2457612.31084,16.884,0.0796303962
1.7640910378,2457612.31200832,2457612.31148,16.8,0.069584481
1.7684052248,2457612.31232829,2457612.3118,16.977,0.0775241898
1.7725845736,2457612.31263826,2457612.31211,16.834,0.0766550716
1.7770335862,2457612.31296823,2457612.31244,16.925,0.0805046583
1.7810782413,2457612.31326821,2457612.31274,16.779,0.0646297145
1.7852575964,2457612.31357818,2457612.31305,16.869,0.0735527022
1.7901111046,2457612.31393815,2457612.31341,16.796,0.0676017751
1.7941556216,2457612.31423812,2457612.31371,16.914,0.0725603197
1.7983349767,2457612.31454809,2457612.31402,16.766,0.0636396103
1.8027839893,2457612.31487806,2457612.31435,16.737,0.0666108099
1.8070983081,2457612.31519804,2457612.31467,16.758,0.0646297145
1.8112776569,2457612.31550801,2457612.31498,16.853,0.0715681493
1.8157266695,2457612.31583798,2457612.31531,16.883,0.0745452882
1.8197711927,2457612.31613795,2457612.31561,16.762,0.0626498204
1.8239505478,2457612.31644792,2457612.31592,16.97,0.0795110055
1.8282648604,2457612.3167679,2457612.31624,16.968,0.0824924239
1.8328487049,2457612.31710787,2457612.31658,16.89,0.0745452882
1.83702806,2457612.31741784,2457612.31689,16.907,0.0756637298
1.8416119044,2457612.31775781,2457612.31723,16.826,0.0707106781
1.8457912595,2457612.31806778,2457612.31754,16.898,0.0805046583
1.8499706084,2457612.31837775,2457612.31785,16.977,0.0834865259
1.8542847891,2457612.31869772,2457612.31817,16.927,0.0776466355
1.8626436311,2457612.31931767,2457612.31879,16.815,0.0806225775
1.8672274756,2457612.31965764,2457612.31913,16.969,0.0895600357
1.8757210114,2457612.32028758,2457612.31976,17.033,0.0865794433
1.8929778786,2457612.32156747,2457612.32104,16.838,0.0776466355
1.8971572274,2457612.32187744,2457612.32135,17.053,0.0905538514
1.910099914,2457612.32283736,2457612.32231,17.026,0.0955248659
1.9142792628,2457612.32314733,2457612.32262,17.13,0.0944298682
1.9189979391,2457612.3234973,2457612.32297,17.142,0.1014938422
1.9273566431,2457612.32411724,2457612.32359,16.636,0.0637887137
1.9316708238,2457612.32443721,2457612.32391,16.886,0.0765310395
1.9358503107,2457612.32474719,2457612.32422,16.993,0.0814984662
1.9400296658,2457612.32505716,2457612.32453,16.709,0.064776539
1.9446135103,2457612.32539713,2457612.32487,16.989,0.0824924239
1.9487928591,2457612.3257071,2457612.32518,16.951,0.0765310395
1.9529722142,2457612.32601707,2457612.32549,16.888,0.078517514
1.9571517012,2457612.32632705,2457612.3258,17.137,0.0995037688
1.9618702394,2457612.32667701,2457612.32615,16.867,0.0725603197
1.9660497263,2457612.32698699,2457612.32646,17.042,0.0845931439
1.970363907,2457612.32730696,2457612.32678,16.941,0.0845931439
1.9745432621,2457612.32761693,2457612.32709,16.903,0.0796303962
1.978722611,2457612.3279269,2457612.3274,16.9,0.0756637298
1.9833064617,2457612.32826687,2457612.32774,16.922,0.0775241898
1.9916652975,2457612.32888682,2457612.32836,16.835,0.0725603197
1.9958446463,2457612.32919679,2457612.32867,16.814,0.0677421582
2.0001588333,2457612.32951676,2457612.32899,17.031,0.0875728268
2.0047426778,2457612.32985673,2457612.32933,16.82,0.0685930026
2.0090568585,2457612.3301767,2457612.32965,16.864,0.0776466355
2.0132363454,2457612.33048668,2457612.32996,16.989,0.0874642784
2.0174157005,2457612.33079665,2457612.33027,16.896,0.0806225775
2.0261788938,2457612.33144659,2457612.33092,17.032,0.0915478017
2.0346724296,2457612.33207653,2457612.33155,17.061,0.0915478017
2.0388519166,2457612.33238651,2457612.33186,17.014,0.0875728268
2.0430312717,2457612.33269648,2457612.33217,17.218,0.1044796631
2.0477499417,2457612.33304645,2457612.33252,16.797,0.0766550716
2.0519292968,2457612.33335642,2457612.33283,17.096,0.0985088828
2.0561086457,2457612.33366639,2457612.33314,16.953,0.0857088093
2.0606924901,2457612.33400636,2457612.33348,16.961,0.0915478017
2.0690513322,2457612.33462631,2457612.3341,16.868,0.0857088093
2.0733655129,2457612.33494628,2457612.33442,16.993,0.0885663593
2.0817242168,2457612.33556622,2457612.33504,16.948,0.0895600357
2.0906222483,2457612.33622616,2457612.3357,16.864,0.078517514
2.0993855797,2457612.33687611,2457612.33635,16.943,0.0915478017
2.1077442836,2457612.33749605,2457612.33697,16.863,0.0796303962
2.1120584643,2457612.33781602,2457612.33729,17.065,0.1035857133
2.1162379513,2457612.338126,2457612.3376,16.956,0.0976217189
2.1291804997,2457612.33908591,2457612.33856,17.153,0.114629839
2.1380785248,2457612.33974585,2457612.33922,16.903,0.0986154146
2.1422578799,2457612.34005582,2457612.33953,16.758,0.0827345152
2.1507515476,2457612.34068577,2457612.34016,16.784,0.0807527089
2.1549309027,2457612.34099574,2457612.34047,16.755,0.0758023746
2.1591102515,2457612.34130571,2457612.34078,16.619,0.0687313611
2.163694096,2457612.34164568,2457612.34112,16.817,0.0787718224
2.1678734511,2457612.34195565,2457612.34143,16.644,0.0698713103
2.172052938,2457612.34226563,2457612.34174,16.753,0.0776466355
2.1767716144,2457612.3426156,2457612.34209,16.972,0.0965194281
2.1809509632,2457612.34292557,2457612.3424,16.833,0.0857088093
2.1851303183,2457612.34323554,2457612.34271,16.76,0.0789176786
2.189444499,2457612.34355551,2457612.34303,17.15,0.1065692263
2.1936238479,2457612.34386548,2457612.34334,16.942,0.0896771989
2.1978033348,2457612.34417546,2457612.34365,17.007,0.0886848352
2.2023871793,2457612.34451543,2457612.34399,16.859,0.0847171765
2.2065665344,2457612.3448254,2457612.3443,16.897,0.0906697303
2.2107458832,2457612.34513537,2457612.34461,16.806,0.0797621464
2.2149253701,2457612.34544535,2457612.34492,16.913,0.0867006344
2.2196439146,2457612.34579531,2457612.34527,16.988,0.0986154146
2.2238232635,2457612.34610528,2457612.34558,16.988,0.0986154146
2.2284071079,2457612.34644525,2457612.34592,16.866,0.0847171765
2.2325865949,2457612.34675523,2457612.34623,16.96,0.0936482781
2.2370356075,2457612.3470852,2457612.34656,16.914,0.0876926451
2.2410801307,2457612.34738517,2457612.34686,16.774,0.0818840644
2.2452594858,2457612.34769514,2457612.34717,16.973,0.0956347217
2.2495737984,2457612.34801512,2457612.34749,16.898,0.0936482781
2.2540228172,2457612.34834509,2457612.34782,16.968,0.0926552751
2.258202166,2457612.34865506,2457612.34813,17.021,0.1035857133
2.2712795463,2457612.34962497,2457612.3491,16.901,0.0857088093
2.275593727,2457612.34994494,2457612.34942,16.945,0.0906697303
2.279773214,2457612.35025492,2457612.34973,16.931,0.0876926451
2.2885364135,2457612.35090486,2457612.35038,16.901,0.0946414286
2.2927157624,2457612.35121483,2457612.35069,16.933,0.0875728268
2.2968951175,2457612.3515248,2457612.351,16.903,0.0876926451
2.3095681402,2457612.35246472,2457612.35194,16.893,0.0976217189
2.3142868166,2457612.35281469,2457612.35229,16.908,0.0936482781
2.3184661654,2457612.35312466,2457612.3526,16.862,0.087823687
2.3226455205,2457612.35343463,2457612.35291,16.689,0.0758023746
